name,owner,full_name,description,stars,gameScore,language,license,homepage,html_url,topics,pushed_at
CarDrivingResNet,MCarlomagno,MCarlomagno/CarDrivingResNet,🚗 Browser game where a vehicle is driven through the camera using the ResNet model (Residual Network) to estimate the position of the hands.,20,170,JavaScript,BSD-3-Clause,https://mcarlomagno.github.io/CarDrivingResNet/,https://github.com/MCarlomagno/CarDrivingResNet,css|html|javascript|machine-learning|posenet|residual-network|resnet-model|tensorflow|tensorflowjs|vehicle,2020-10-22T22:15:52Z
react-minesweeper-game,nbsp1221,nbsp1221/react-minesweeper-game,💣 Minesweeper Game in React,29,169,JavaScript,MIT,https://nbsp1221.github.io/react-minesweeper-game,https://github.com/nbsp1221/react-minesweeper-game,babel|minesweeper|minesweeper-game|npm|react|reactjs|redux|styled-components|webpack,2021-07-14T16:57:51Z
vHackXT-MoneyBot,MrSonicMaster,MrSonicMaster/vHackXT-MoneyBot,vHack Money Bot - Automatically hack people and get money all day long. outdated!,39,169,JavaScript,MIT,,https://github.com/MrSonicMaster/vHackXT-MoneyBot,android|automation|bot|cheats|game|hack|hacking|hacking-simulator|money|v4|vhack|vhackxt|working,2017-07-14T22:37:19Z
shoot_game,akon47,akon47/shoot_game,🎮 It is a game using HTML5 Canvas and Vanilla JavaScript.,48,168,JavaScript,MIT,https://shootgame.kimhwan.kr/,https://github.com/akon47/shoot_game,canvas|game|html5|javascript|shooter-game|vanilla-javascript|websocket,2023-10-30T15:55:05Z
react-gbajs,macabeus,macabeus/react-gbajs,🕹 GBA emulator on your React project - easy and powerful to use!,78,168,JavaScript,BSD-2-Clause,https://www.npmjs.com/package/react-gbajs,https://github.com/macabeus/react-gbajs,emulator|gameboy-advance|gameboy-advance-emulator|romhacking,2023-07-12T02:05:35Z
winerror-simulator,ganoninc,ganoninc/winerror-simulator,A Windows XP error simulator,18,168,JavaScript,MIT,https://ganoninc.github.io/winerror-simulator/,https://github.com/ganoninc/winerror-simulator,drawer|drawing|error|freeze|frozen|fun|game|simulator|windows|windows-xp,2023-05-27T05:21:10Z
Block-Farm,johnhckuo,johnhckuo/Block-Farm,A farming game built upon Ethereum platform.,68,168,JavaScript,MIT,https://blockfarm.herokuapp.com/,https://github.com/johnhckuo/Block-Farm,dao|ethereum|game|meteor|solidity,2021-09-28T09:02:18Z
bangBangML,victorqribeiro,victorqribeiro/bangBangML,Watch a Neural Network learns to shoot a target,58,168,JavaScript,MIT,https://victorribeiro.com/bangBangML,https://github.com/victorqribeiro/bangBangML,bang-bang|classic-game|javascript|machine-learning|neural-network|self-learning,2020-01-05T23:04:26Z
faceclash,ifvictr,ifvictr/faceclash,👀 Faceclash is a remake of Mark Zuckerberg's Facemash from 2003,38,168,JavaScript,MIT,https://projects.ifvictr.com/faceclash,https://github.com/ifvictr/faceclash,elo-rating|facemash|game|imagick|jquery|mark-zuckerberg|mysql|the-social-network,2017-08-01T04:15:36Z
threejs-cube-wave,iondrimba,iondrimba/threejs-cube-wave,:game_die: Cube Wave,17,167,JavaScript,MIT,https://iondrimba.github.io/threejs-cube-wave/public?cacheburst=xyz,https://github.com/iondrimba/threejs-cube-wave,3d|animation|creative|cube|es6|isometric|javascript|motion|sine-wave|threejs,2022-12-10T16:27:15Z
LearnSnake,italohdc,italohdc/LearnSnake,🐍 AI that learns to play Snake using Q-Learning (Reinforcement Learning),67,167,JavaScript,MIT,https://italolelis.com/snake,https://github.com/italohdc/LearnSnake,artificial-intelligence|markov-decision-processes|q-learning|reinforcement-learning|snake-game,2019-05-02T03:55:42Z
OpenWerewolf,JamesCraster,JamesCraster/OpenWerewolf,"OpenWerewolf - the online multiplayer mafia game, play it at www.openwerewolf.com",56,166,TypeScript,Apache-2.0,https://www.openwerewolf.com,https://github.com/JamesCraster/OpenWerewolf,game|mafia|nodejs|online-multiplayer|typescript|werewolf,2023-01-08T02:59:10Z
discord-rod,UltimateBrent,UltimateBrent/discord-rod,"A D&D bot for play-by-post games on Discord. Let's you post as aliases, roll dice, and makes game management easier.",11,165,TypeScript,MIT,https://rodbot.io/,https://github.com/UltimateBrent/discord-rod,dice-roller|discord-bot|discord-js|roleplay,2025-07-21T23:15:40Z
travian-elephant-finder,tegos,tegos/travian-elephant-finder,Travian Animals Finder,35,165,JavaScript,MIT,,https://github.com/tegos/travian-elephant-finder,animals|cherio|elephant|fire-and-sand|gamebot|javascript|legends|nodejs|scan|scanner|travian|travian-animals-finder|travian-legends,2023-10-16T09:52:10Z
softbodies,holtsetio,holtsetio/softbodies,Realtime softbody simulation in the browser with WebGPU,85,164,JavaScript,MIT,https://holtsetio.com/lab/softbodies/,https://github.com/holtsetio/softbodies,,2025-06-16T11:02:51Z
javascript-tower-platformer,jakesgordon,jakesgordon/javascript-tower-platformer,A prototype for an html5 rotating tower platformer game,100,164,JavaScript,MIT,https://jakesgordon.com/writing/rotating-tower-platformer/,https://github.com/jakesgordon/javascript-tower-platformer,,2025-06-01T22:35:24Z
mse-player,flussonic,flussonic/mse-player,HTML5 zero latency player for Flussonic,84,164,JavaScript,MIT,https://flussonic.com/doc/play/mse-low-delay,https://github.com/flussonic/mse-player,flussonic|mediasource|player,2023-03-15T04:44:48Z
pictionary,Arp-G,Arp-G/pictionary,Picture guessing and drawing multiplayer game,34,164,JavaScript,MIT,https://pictionary-game.netlify.app,https://github.com/Arp-G/pictionary,clone|drawing|game|guessing-game|multiplayer|pictionary|scribble|skribbl,2023-01-02T19:22:20Z
kdtype,steveruizok,steveruizok/kdtype,A typing game for kids.,84,164,TypeScript,MIT,https://kdtype.com,https://github.com/steveruizok/kdtype,kids|learning|typing,2022-07-11T20:53:31Z
